game_id,city_id,city_name,FLAG,role,message,tabooWords,message_id,user_name,mes_time
8163718,59,Kuala Lumpur,,describer,no,capital; tropical; textiles; skybridge; pollution; gold; skyscrapers; market; spicy food; shopping; traffic,1613,ClaireE,20.05.2016 11:55:42
8163718,59,Kuala Lumpur,,describer,nasi lemak,capital; tropical; textiles; skybridge; pollution; gold; skyscrapers; market; spicy food; shopping; traffic,1621,ClaireE,20.05.2016 11:56:25
8163718,59,Kuala Lumpur,,guesser,Kuala Lumpur,capital; tropical; textiles; skybridge; pollution; gold; skyscrapers; market; spicy food; shopping; traffic,1625,bbovenzi,20.05.2016 11:57:11
8118867,144,Baltimore,P,describer,riots,harbor; aquarium; bay; crabs; warship; boat; raven; beer,999,Verkaik,19.05.2016 20:50:20
8118867,144,Baltimore,,guesser,Paris,harbor; aquarium; bay; crabs; warship; boat; raven; beer,1001,macton,19.05.2016 20:50:35
8118867,144,Baltimore,,describer,no. racism,harbor; aquarium; bay; crabs; warship; boat; raven; beer,1003,Verkaik,19.05.2016 20:50:46
8118867,144,Baltimore,,guesser,Baltimore,harbor; aquarium; bay; crabs; warship; boat; raven; beer,1006,macton,19.05.2016 20:51:42
8108079,22,Berlin,P,describer,lederhosen,capital; wall; beer; politics; refugees; sausage; rebuilt; financial center; sports; cold war; history; watchtower; graffiti,2623,alisonwillgress,20.05.2016 15:58:59
8108079,22,Berlin,,guesser,Munich,capital; wall; beer; politics; refugees; sausage; rebuilt; financial center; sports; cold war; history; watchtower; graffiti,2626,candrade,20.05.2016 15:59:11
8108079,22,Berlin,,describer,communist,capital; wall; beer; politics; refugees; sausage; rebuilt; financial center; sports; cold war; history; watchtower; graffiti,2627,alisonwillgress,20.05.2016 15:59:14
8108079,22,Berlin,,describer,art,capital; wall; beer; politics; refugees; sausage; rebuilt; financial center; sports; cold war; history; watchtower; graffiti,2632,alisonwillgress,20.05.2016 15:59:49
8108079,22,Berlin,,guesser,Berlin,capital; wall; beer; politics; refugees; sausage; rebuilt; financial center; sports; cold war; history; watchtower; graffiti,2635,candrade,20.05.2016 15:59:51
7946774,68,Montreal,P,describer,maple syrup,hockey; cold; mountain; language; mixture; mounties; melting pot; olympics,1463,egharris,20.05.2016 11:42:24
7946774,68,Montreal,,describer,french,hockey; cold; mountain; language; mixture; mounties; melting pot; olympics,1466,egharris,20.05.2016 11:42:33
7946774,68,Montreal,,guesser,Montreal,hockey; cold; mountain; language; mixture; mounties; melting pot; olympics,1469,kbell3,20.05.2016 11:42:47
7906715,57,Seoul,P,describer,government,capital; mountains; sports; crowds; athletes; technology; subway; coffee; cell phones,1649,bbovenzi,20.05.2016 11:59:05
7906715,57,Seoul,,guesser,Warsaw,capital; mountains; sports; crowds; athletes; technology; subway; coffee; cell phones,1651,ClaireE,20.05.2016 11:59:13
7906715,57,Seoul,,describer,no. demilitarized zone,capital; mountains; sports; crowds; athletes; technology; subway; coffee; cell phones,1654,bbovenzi,20.05.2016 11:59:41
7906715,57,Seoul,,describer,olympics,capital; mountains; sports; crowds; athletes; technology; subway; coffee; cell phones,1662,bbovenzi,20.05.2016 12:00:19
7906715,57,Seoul,,guesser,Munich,capital; mountains; sports; crowds; athletes; technology; subway; coffee; cell phones,1665,ClaireE,20.05.2016 12:00:42
7906715,57,Seoul,,describer,kimchi,capital; mountains; sports; crowds; athletes; technology; subway; coffee; cell phones,1673,bbovenzi,20.05.2016 12:01:41
7906715,57,Seoul,,guesser,Seoul,capital; mountains; sports; crowds; athletes; technology; subway; coffee; cell phones,1680,ClaireE,20.05.2016 12:02:08
7778063,58,Edinburgh,P,describer,bagpipe,castle; kilt; festivals; education; festival; university; extinct volcano; rugby,1116,iwantsunshine,20.05.2016 11:02:29
7778063,58,Edinburgh,,guesser,Edinburgh,castle; kilt; festivals; education; festival; university; extinct volcano; rugby,1121,candrade,20.05.2016 11:03:49
7883889,33,Florence,P,describer,rennaisance,art; fashion; history; wine; opera; museum; cathedral; architecture; palace; politics; leather,144,Alcorn,18.05.2016 12:55:18
7883889,33,Florence,,guesser,Rome,art; fashion; history; wine; opera; museum; cathedral; architecture; palace; politics; leather,145,Nicolson,18.05.2016 12:55:38
7883889,33,Florence,,describer,no. smaller city,art; fashion; history; wine; opera; museum; cathedral; architecture; palace; politics; leather,146,Alcorn,18.05.2016 12:55:57
7883889,33,Florence,,guesser,florence,art; fashion; history; wine; opera; museum; cathedral; architecture; palace; politics; leather,147,Nicolson,18.05.2016 12:56:04
7407335,224,Cannes,P,describer,wine,festival; movies; film festival; champagne; yachts; beach; rainfall; technology,2642,Brown,20.05.2016 16:00:36
7407335,224,Cannes,,describer,rich,festival; movies; film festival; champagne; yachts; beach; rainfall; technology,2643,Brown,20.05.2016 16:00:50
7407335,224,Cannes,,describer,stars,festival; movies; film festival; champagne; yachts; beach; rainfall; technology,2645,Brown,20.05.2016 16:01:10
7407335,224,Cannes,,guesser,Los Angeles,festival; movies; film festival; champagne; yachts; beach; rainfall; technology,2647,candrade,20.05.2016 16:01:16
7407335,224,Cannes,,describer,premier,festival; movies; film festival; champagne; yachts; beach; rainfall; technology,2648,Brown,20.05.2016 16:01:18
7407335,224,Cannes,,describer,no. cheese,festival; movies; film festival; champagne; yachts; beach; rainfall; technology,2654,Brown,20.05.2016 16:01:52
7407335,224,Cannes,,guesser,Paris,festival; movies; film festival; champagne; yachts; beach; rainfall; technology,2658,candrade,20.05.2016 16:02:11
7407335,224,Cannes,,guesser,Monaco,festival; movies; film festival; champagne; yachts; beach; rainfall; technology,2659,candrade,20.05.2016 16:02:22
7407335,224,Cannes,,describer,no. red carpet,festival; movies; film festival; champagne; yachts; beach; rainfall; technology,2660,Brown,20.05.2016 16:02:26
7407335,224,Cannes,,guesser,Cannes,festival; movies; film festival; champagne; yachts; beach; rainfall; technology,2663,candrade,20.05.2016 16:02:35
7418963,172,Guadalajara,P,describer,nachos,mariachi music; stadiums; cultural events; colonial; cathedral; technology center; football teams; architecture,2106,candrade,20.05.2016 15:25:09
7418963,172,Guadalajara,,guesser,Mexico City,mariachi music; stadiums; cultural events; colonial; cathedral; technology center; football teams; architecture,2109,Nicolson,20.05.2016 15:25:23
7418963,172,Guadalajara,,describer,close,mariachi music; stadiums; cultural events; colonial; cathedral; technology center; football teams; architecture,2112,candrade,20.05.2016 15:25:33
7418963,172,Guadalajara,,describer,smaller,mariachi music; stadiums; cultural events; colonial; cathedral; technology center; football teams; architecture,2113,candrade,20.05.2016 15:25:39
7418963,172,Guadalajara,,guesser,Cancun,mariachi music; stadiums; cultural events; colonial; cathedral; technology center; football teams; architecture,2116,Nicolson,20.05.2016 15:25:47
7418963,172,Guadalajara,,describer,no,mariachi music; stadiums; cultural events; colonial; cathedral; technology center; football teams; architecture,2118,candrade,20.05.2016 15:25:52
7418963,172,Guadalajara,,guesser,Guadalajara,mariachi music; stadiums; cultural events; colonial; cathedral; technology center; football teams; architecture,2122,Nicolson,20.05.2016 15:26:23
7604276,1,Hiroshima,P,describer,victim,atomic bomb; castle; park; humid; gardens; rebuilt; coastline; war; pancake; shrine; cherry blossoms; peace; oleander,1445,iwantsunshine,20.05.2016 11:41:24
7604276,1,Hiroshima,,guesser,paris,atomic bomb; castle; park; humid; gardens; rebuilt; coastline; war; pancake; shrine; cherry blossoms; peace; oleander,1449,candrade,20.05.2016 11:41:41
7604276,1,Hiroshima,,describer,1940s,atomic bomb; castle; park; humid; gardens; rebuilt; coastline; war; pancake; shrine; cherry blossoms; peace; oleander,1452,iwantsunshine,20.05.2016 11:41:54
7604276,1,Hiroshima,,describer,historic,atomic bomb; castle; park; humid; gardens; rebuilt; coastline; war; pancake; shrine; cherry blossoms; peace; oleander,1468,iwantsunshine,20.05.2016 11:42:42
7604276,1,Hiroshima,,guesser,O_wi_cim,atomic bomb; castle; park; humid; gardens; rebuilt; coastline; war; pancake; shrine; cherry blossoms; peace; oleander,1474,candrade,20.05.2016 11:43:09
7604276,1,Hiroshima,,guesser,Hiroshima,atomic bomb; castle; park; humid; gardens; rebuilt; coastline; war; pancake; shrine; cherry blossoms; peace; oleander,1489,candrade,20.05.2016 11:44:12
7242370,98,Seville,P,describer,paella,cathedral; palace; architecture; dancing; harbor; history; music; flamenco,2246,DavidB,20.05.2016 15:34:07
7242370,98,Seville,,describer,oranges,cathedral; palace; architecture; dancing; harbor; history; music; flamenco,2248,DavidB,20.05.2016 15:34:12
7242370,98,Seville,,guesser,Madrid,cathedral; palace; architecture; dancing; harbor; history; music; flamenco,2249,Edie,20.05.2016 15:34:13
7242370,98,Seville,,describer,marmelade,cathedral; palace; architecture; dancing; harbor; history; music; flamenco,2253,DavidB,20.05.2016 15:34:28
7242370,98,Seville,,guesser,Seville,cathedral; palace; architecture; dancing; harbor; history; music; flamenco,2256,Edie,20.05.2016 15:34:34
7230569,53,Milan,P,describer,stylish,fashion; museum; art; football; cathedral; wealth; architecture; industry,1242,ClaireE,20.05.2016 11:22:08
7230569,53,Milan,,guesser,Paris,fashion; museum; art; football; cathedral; wealth; architecture; industry,1247,bbovenzi,20.05.2016 11:22:45
7230569,53,Milan,,describer,no. designer,fashion; museum; art; football; cathedral; wealth; architecture; industry,1248,ClaireE,20.05.2016 11:22:53
7230569,53,Milan,,guesser,Milan,fashion; museum; art; football; cathedral; wealth; architecture; industry,1249,bbovenzi,20.05.2016 11:22:58
7060942,167,Aberdeen,P,describer,haggis,granite; castle; university; fishing; harbour; bogs; whisky; lighthouses; distilleries; hills,1778,alisonwillgress,20.05.2016 15:05:54
7060942,167,Aberdeen,,guesser,Edinburgh,granite; castle; university; fishing; harbour; bogs; whisky; lighthouses; distilleries; hills,1780,Nicolson,20.05.2016 15:06:02
7060942,167,Aberdeen,,describer,oil,granite; castle; university; fishing; harbour; bogs; whisky; lighthouses; distilleries; hills,1784,alisonwillgress,20.05.2016 15:06:20
7060942,167,Aberdeen,,guesser,Aberdeen,granite; castle; university; fishing; harbour; bogs; whisky; lighthouses; distilleries; hills,1785,Nicolson,20.05.2016 15:06:30
7091184,14,Rio de Janeiro,P,describer,huge statue,beaches; carnival; monuments; bananas; parade; crowds; dance; soccer; poverty,549,stankovic,18.05.2016 15:52:06
7091184,14,Rio de Janeiro,,guesser,New York,beaches; carnival; monuments; bananas; parade; crowds; dance; soccer; poverty,554,bismuth,18.05.2016 15:52:35
7091184,14,Rio de Janeiro,,describer,festival,beaches; carnival; monuments; bananas; parade; crowds; dance; soccer; poverty,558,stankovic,18.05.2016 15:52:58
7091184,14,Rio de Janeiro,,guesser,Buenos Aires,beaches; carnival; monuments; bananas; parade; crowds; dance; soccer; poverty,570,bismuth,18.05.2016 15:54:25
7091184,14,Rio de Janeiro,,describer,animated movie,beaches; carnival; monuments; bananas; parade; crowds; dance; soccer; poverty,575,stankovic,18.05.2016 15:55:08
7091184,14,Rio de Janeiro,,guesser,Rio De Janerio,beaches; carnival; monuments; bananas; parade; crowds; dance; soccer; poverty,585,bismuth,18.05.2016 15:56:59
6996298,11,Tokyo,P,describer,ramen,skyscrapers; busy; park; sushi; pop culture; subway; companies; cherry tree,321,Gillott,18.05.2016 15:33:54
6996298,11,Tokyo,,guesser,Tokyo,skyscrapers; busy; park; sushi; pop culture; subway; companies; cherry tree,324,nschneid,18.05.2016 15:34:08
6573135,138,Salzburg,P,describer,schnitzel,castle; mountains; music; festival; trees; cathedral; architecture; baroque,1844,alisonwillgress,20.05.2016 15:11:53
6573135,138,Salzburg,,guesser,Vienna,castle; mountains; music; festival; trees; cathedral; architecture; baroque,1849,Nicolson,20.05.2016 15:12:12
6573135,138,Salzburg,,describer,close,castle; mountains; music; festival; trees; cathedral; architecture; baroque,1850,alisonwillgress,20.05.2016 15:12:18
6573135,138,Salzburg,,guesser,Salzburg,castle; mountains; music; festival; trees; cathedral; architecture; baroque,1853,Nicolson,20.05.2016 15:12:37
6675361,11,Tokyo,P,describer,east,skyscrapers; busy; park; sushi; pop culture; subway; companies; cherry tree,1934,Brown,20.05.2016 15:17:01
6675361,11,Tokyo,,guesser,Beijing,skyscrapers; busy; park; sushi; pop culture; subway; companies; cherry tree,1935,allen,20.05.2016 15:17:09
6675361,11,Tokyo,,describer,nuclear disaster,skyscrapers; busy; park; sushi; pop culture; subway; companies; cherry tree,1937,Brown,20.05.2016 15:17:12
6675361,11,Tokyo,,guesser,Chernobyl,skyscrapers; busy; park; sushi; pop culture; subway; companies; cherry tree,1940,allen,20.05.2016 15:17:21
6675361,11,Tokyo,,describer,tsunami,skyscrapers; busy; park; sushi; pop culture; subway; companies; cherry tree,1945,Brown,20.05.2016 15:17:39
6675361,11,Tokyo,,guesser,Tokyo,skyscrapers; busy; park; sushi; pop culture; subway; companies; cherry tree,1948,allen,20.05.2016 15:17:41
6732886,5,Venice,P,describer,pasta,gondola; canals; art; water; pizza; romantic; gondolier; bridge; renaissance; architecture; blinds; smell,482,Routledge,18.05.2016 15:47:40
6732886,5,Venice,,describer,boats,gondola; canals; art; water; pizza; romantic; gondolier; bridge; renaissance; architecture; blinds; smell,483,Routledge,18.05.2016 15:47:44
6732886,5,Venice,,guesser,Venice,gondola; canals; art; water; pizza; romantic; gondolier; bridge; renaissance; architecture; blinds; smell,484,Gillott,18.05.2016 15:47:46
6902762,46,Saint Petersburg,P,describer,nesting dolls,ballet; opera; history; coastal; revolution; literature; cathedrals; museums; former capital; orchestra,80,Nicolson,18.05.2016 12:22:04
6902762,46,Saint Petersburg,,guesser,Moscow,ballet; opera; history; coastal; revolution; literature; cathedrals; museums; former capital; orchestra,81,Alcorn,18.05.2016 12:22:13
6902762,46,Saint Petersburg,,describer,no. west,ballet; opera; history; coastal; revolution; literature; cathedrals; museums; former capital; orchestra,82,Nicolson,18.05.2016 12:22:27
6902762,46,Saint Petersburg,,guesser,St. Petersburg,ballet; opera; history; coastal; revolution; literature; cathedrals; museums; former capital; orchestra,83,Alcorn,18.05.2016 12:22:38
6272539,35,Cairo,P,describer,curse,pyramid; museum; tombs; desert; sand; antiquities; river; camels; bazar; mumies,2595,Sattaur,20.05.2016 15:57:26
6272539,35,Cairo,,guesser,Bombay,pyramid; museum; tombs; desert; sand; antiquities; river; camels; bazar; mumies,2604,DavidB,20.05.2016 15:57:47
6272539,35,Cairo,,describer,no. hot,pyramid; museum; tombs; desert; sand; antiquities; river; camels; bazar; mumies,2609,Sattaur,20.05.2016 15:58:04
6272539,35,Cairo,,guesser,Madrid,pyramid; museum; tombs; desert; sand; antiquities; river; camels; bazar; mumies,2612,DavidB,20.05.2016 15:58:14
6272539,35,Cairo,,describer,no. different continent,pyramid; museum; tombs; desert; sand; antiquities; river; camels; bazar; mumies,2613,Sattaur,20.05.2016 15:58:29
